"","Accession","Description","PSM","GeneID","SED_1","SED_2","SED_3","SED_4","SED_5","SED_6","SED_7","SED_8","EX_1","EX2","EX_3","EX_4","EX_5","EX_6","EX_7","EX_8"
"2713","P62304","Small nuclear ribonucleoprotein E OS=Homo sapiens OX=9606 GN=SNRPE PE=1 SV=1",2,"SNRPE",23.8,44,20.4,32.2,33.3,24.5,26.9,32.1,36,17.6,22.1,31.9,20.9,31.6,38.1,24.4
"2714","O94832","Unconventional myosin-Id OS=Homo sapiens OX=9606 GN=MYO1D PE=1 SV=2",3,"MYO1D",13.2,21.4,15.4,27.9,54.1,61.6,20.8,32.7,15.4,12,9.9,12.9,15,18,21.3,14.2
"2715","A0A0C4DH72","Immunoglobulin kappa variable 1-6 OS=Homo sapiens OX=9606 GN=IGKV1-6 PE=3 SV=1",1,"IGKV1-6",12.3,19.9,20.5,31.3,49.9,46.9,18.5,52,24.6,24.9,9.5,25.5,9.1,20.8,16.9,22
"2716","P49914","5-formyltetrahydrofolate cyclo-ligase OS=Homo sapiens OX=9606 GN=MTHFS PE=1 SV=2",3,"MTHFS",14.6,27.9,25.1,27.6,17.8,33.3,17.7,25.8,28.2,6.5,20.9,10.7,16.9,20.2,21.2,9.7
"2721","Q9UDY4","DnaJ homolog subfamily B member 4 OS=Homo sapiens OX=9606 GN=DNAJB4 PE=1 SV=1",3,"DNAJB4",102.5,137.5,100.6,138.2,162.6,147.3,113.7,155.6,113.5,64.8,55.5,98.8,75.4,106.3,122.4,82.3
"2723","Q9NRN7","L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase OS=Homo sapiens OX=9606 GN=AASDHPPT PE=1 SV=2",1,"AASDHPPT",17.7,33.8,33.6,40.6,33.2,34.3,21,24.1,27.2,14.2,13.5,20.5,17.2,21,23,15.5
"2726","P55265","Double-stranded RNA-specific adenosine deaminase OS=Homo sapiens OX=9606 GN=ADAR PE=1 SV=4",3,"ADAR",36.7,51.6,34.6,46.8,58.4,49.8,35,47.5,47,27.8,22.4,36.4,27.8,42.2,59.4,39.9
"2729","P17568","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7 OS=Homo sapiens OX=9606 GN=NDUFB7 PE=1 SV=4",2,"NDUFB7",27,31.8,23.1,27.7,36.7,17.6,25,30.9,44.6,28.5,27.8,24.9,11.7,20.1,28.5,21.3
"2732","O95379","Tumor necrosis factor alpha-induced protein 8 OS=Homo sapiens OX=9606 GN=TNFAIP8 PE=1 SV=1",1,"TNFAIP8",42.6,29.7,18.9,29.6,27.1,43.9,19.9,37.6,17,35.7,12.7,32.5,24,25.1,45.2,34.4
"2735","Q8N9F0","N-acetylaspartate synthetase OS=Homo sapiens OX=9606 GN=NAT8L PE=1 SV=3",1,"NAT8L",20.8,35.3,30.9,48.8,41.4,26.8,25.7,35.2,23.2,18.2,11.6,19.1,19.1,23.2,16.9,16.1
"2736","O00754","Lysosomal alpha-mannosidase OS=Homo sapiens OX=9606 GN=MAN2B1 PE=1 SV=3",2,"MAN2B1",18,28.1,13.2,20.2,20.5,36.6,13.3,33.5,13.6,8.8,3,16,14.8,15.3,13.9,12.5
"2738","P11172","Uridine 5'-monophosphate synthase OS=Homo sapiens OX=9606 GN=UMPS PE=1 SV=1",4,"UMPS",54.7,82.3,60.9,97.3,95.1,87.3,56.4,88,77.8,42.9,42.6,55,42.5,60.9,59.7,50.6
"2739","Q9Y5K8","V-type proton ATPase subunit D OS=Homo sapiens OX=9606 GN=ATP6V1D PE=1 SV=1",3,"ATP6V1D",23.4,30.5,25.4,40,50,61.5,22,40.9,25.6,21.6,11.8,27,24.6,26.1,32.3,11.6
"2743","Q9NZ45","CDGSH iron-sulfur domain-containing protein 1 OS=Homo sapiens OX=9606 GN=CISD1 PE=1 SV=1",2,"CISD1",25.6,33.9,40.6,33.3,47.7,25.5,42.9,40.7,40.6,13.5,19.5,22.3,19.3,32.4,29.6,22.2
"2745","P53634","Dipeptidyl peptidase 1 OS=Homo sapiens OX=9606 GN=CTSC PE=1 SV=2",3,"CTSC",43,48.6,30,38.2,55.8,42.1,43,80.2,40.1,43,20.4,48,24.8,43.8,53.5,42.7
"2746","P08174","Complement decay-accelerating factor OS=Homo sapiens OX=9606 GN=CD55 PE=1 SV=4",3,"CD55",18.8,31.2,16.3,37.3,44.4,42.9,28,82.5,23.3,20.6,10.6,22.4,20.4,22.5,29.4,14.8
"2747","Q9UJS0","Electrogenic aspartate/glutamate antiporter SLC25A13, mitochondrial OS=Homo sapiens OX=9606 GN=SLC25A13 PE=1 SV=2",1,"SLC25A13",17.1,23.8,25.3,29.9,35.3,24.1,21.3,19.3,35.3,17.5,15.4,20,18.7,17.8,12.3,17.1
"2750","Q5HYI7","Metaxin-3 OS=Homo sapiens OX=9606 GN=MTX3 PE=1 SV=2",1,"MTX3",20.3,29.8,24.8,24.2,26.4,29.9,27.5,34.8,19.4,11.3,7.9,10.1,15.8,24.7,14.6,10.9
"2755","P00846","ATP synthase subunit a OS=Homo sapiens OX=9606 GN=MT-ATP6 PE=1 SV=1",3,"MT-ATP6",70.8,137.2,103,109.6,110.1,69.2,102.9,106.2,104.3,89.5,50.7,83.3,55.4,69.9,119.7,89.2
"2756","Q99873","Protein arginine N-methyltransferase 1 OS=Homo sapiens OX=9606 GN=PRMT1 PE=1 SV=3",3,"PRMT1",68.9,144.1,94.6,127.7,201.1,133.4,109,162.8,138,81.2,57.2,84.2,69.8,115.6,117.6,74.8
"2757","A0A075B6I9","Immunoglobulin lambda variable 7-46 OS=Homo sapiens OX=9606 GN=IGLV7-46 PE=3 SV=4",4,"IGLV7-46",293.5,718.2,369.3,2159.2,839.2,1085.4,384,529.7,386.9,475.5,542.8,512.6,227.8,352.5,351.1,212.5
"2759","P62851","40S ribosomal protein S25 OS=Homo sapiens OX=9606 GN=RPS25 PE=1 SV=1",2,"RPS25",128.5,184.2,99.7,123.9,140.7,110.6,102.3,134,113.5,104.8,81.2,136.5,59.1,99.6,215.5,149.7
"2760","Q9H0B6","Kinesin light chain 2 OS=Homo sapiens OX=9606 GN=KLC2 PE=1 SV=1",3,"KLC2",25.1,25,23,33.7,35.9,28.8,20.1,28.3,28,26.4,18.1,26.5,17.8,26.2,22.6,18.7
"2761","Q93050","V-type proton ATPase 116 kDa subunit a 1 OS=Homo sapiens OX=9606 GN=ATP6V0A1 PE=1 SV=3",2,"ATP6V0A1",10.3,18.1,16.3,26.1,33.7,53.2,16.9,39.7,14.9,7.8,7.5,10.4,18.1,17.6,8.1,7.2
"2763","Q96A33","PAT complex subunit CCDC47 OS=Homo sapiens OX=9606 GN=CCDC47 PE=1 SV=1",4,"CCDC47",60.8,100.9,71.3,100.3,103.6,76.7,79.9,108.3,78.8,39.8,51.6,62.4,48.9,73.2,81,56.4
"2764","O00501","Claudin-5 OS=Homo sapiens OX=9606 GN=CLDN5 PE=1 SV=1",2,"CLDN5",48.5,33.8,20,11.2,15.8,20.4,27.2,31.7,29.6,42.4,31.2,66.7,13.8,50.4,102.3,84.8
"2765","Q8WVC6","Dephospho-CoA kinase domain-containing protein OS=Homo sapiens OX=9606 GN=DCAKD PE=1 SV=1",2,"DCAKD",16.4,27.1,20.9,27,26,22.5,21,25.4,14.4,10.4,10.8,12.9,10.4,19.8,21.1,12.6
"2768","Q00796","Sorbitol dehydrogenase OS=Homo sapiens OX=9606 GN=SORD PE=1 SV=4",3,"SORD",67.6,86.6,96.1,119.3,130.8,236.6,62.9,102.9,73,55.9,39.3,69.7,75.7,72.9,69.1,53.8
"2769","Q86VW0","SEC14 domain and spectrin repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=SESTD1 PE=1 SV=2",2,"SESTD1",24.2,53.1,28.1,61.8,70.3,153.2,22.8,103,34,18.5,25.4,22.3,38,29.5,28.9,23.4
"2775","Q9Y3B6","ER membrane protein complex subunit 9 OS=Homo sapiens OX=9606 GN=EMC9 PE=1 SV=3",1,"EMC9",31.1,33,30.6,31.5,25.9,33.4,22.7,37.1,36.9,23.9,20.9,23,23.5,25.7,29.3,18.8
"2776","Q52LJ0","Protein FAM98B OS=Homo sapiens OX=9606 GN=FAM98B PE=1 SV=2",3,"FAM98B",20.1,39.1,20.9,32.8,35.9,24.9,20.6,29.1,30.5,23.8,14.7,29.2,13.1,23,30.8,24.2
"2779","Q8IXI2","Mitochondrial Rho GTPase 1 OS=Homo sapiens OX=9606 GN=RHOT1 PE=1 SV=2",2,"RHOT1",19.3,30.2,20,25.7,29.8,30.8,21.6,33.5,25.5,18,18.4,20.7,13.5,17.3,20.2,10.4
"2780","Q9UH62","Armadillo repeat-containing X-linked protein 3 OS=Homo sapiens OX=9606 GN=ARMCX3 PE=1 SV=1",2,"ARMCX3",37.8,39.4,35.7,41.9,49.1,44.7,50.5,48.8,42.7,26.6,21.3,28.7,27.1,29.3,36.6,25.7
"2781","Q14498","RNA-binding protein 39 OS=Homo sapiens OX=9606 GN=RBM39 PE=1 SV=2",1,"RBM39",52.6,68.6,51.7,67.7,74.6,131.3,53.9,121.2,68.7,49,43.2,55.6,45.9,58,58.3,49
"2783","O14548","Cytochrome c oxidase subunit 7A-related protein, mitochondrial OS=Homo sapiens OX=9606 GN=COX7A2L PE=1 SV=2",2,"COX7A2L",21.5,29.6,20,24.4,37.7,21.4,27.4,22.1,41.2,16.7,12.6,25.2,17.4,22.1,28.9,12.6
"2785","Q96C86","m7GpppX diphosphatase OS=Homo sapiens OX=9606 GN=DCPS PE=1 SV=2",1,"DCPS",17.3,25.4,11.3,17.2,27.8,30.4,18.7,35.4,25.4,12.2,14.8,18.8,18.7,26.5,17.1,14.1
"2795","P40197","Platelet glycoprotein V OS=Homo sapiens OX=9606 GN=GP5 PE=1 SV=1",2,"GP5",62.3,51.4,39.2,73,135.6,226.9,32.7,530.1,57.1,49,13.7,25.9,68.3,31.8,40.2,21.9
"2797","Q9Y6F6","Inositol 1,4,5-triphosphate receptor associated 1 OS=Homo sapiens OX=9606 GN=IRAG1 PE=1 SV=4",1,"IRAG1",16.3,14.8,11.2,21.1,31.2,51.9,12.9,63.4,22.7,15.7,8.4,13.7,15.8,13.7,12.5,13
"2798","Q9NPP4","NLR family CARD domain-containing protein 4 OS=Homo sapiens OX=9606 GN=NLRC4 PE=1 SV=2",4,"NLRC4",110.8,242.6,265.6,205.7,185.2,116.8,218.1,118.2,282.4,97.9,178,91.3,80.1,216.9,180.2,135.1
"2800","P32929","Cystathionine gamma-lyase OS=Homo sapiens OX=9606 GN=CTH PE=1 SV=3",1,"CTH",14.9,30.5,21.2,35.8,22.6,35.4,19.1,29,32.1,14.2,22.1,17.4,17,12.7,16.2,10.9
"2806","Q9ULP9","TBC1 domain family member 24 OS=Homo sapiens OX=9606 GN=TBC1D24 PE=1 SV=2",3,"TBC1D24",48.9,69.1,49.2,71.4,57.4,61.1,32.8,58.4,52.8,35.6,28,43.4,34,30,45.1,23.9
"2807","O60264","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 OS=Homo sapiens OX=9606 GN=SMARCA5 PE=1 SV=1",1,"SMARCA5",29.1,28.8,25,25.8,35.8,65,16.7,45,22.6,18.3,13.9,18.1,14.6,19.5,23.9,17.1
"2811","Q53H82","Endoribonuclease LACTB2 OS=Homo sapiens OX=9606 GN=LACTB2 PE=1 SV=2",2,"LACTB2",27.9,32.8,28.3,35.4,54.6,41,21.7,121.7,36.6,21,15.6,13.9,18.1,26.8,22.8,15.3
"2812","Q9BQC6","Ribosomal protein 63, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL57 PE=1 SV=1",1,"MRPL57",16,25.6,19.4,31.6,36,30.3,20.4,32.7,16.9,14.8,14.5,19.1,17.3,14.1,18.1,10.9
"2816","Q9Y5Y7","Lymphatic vessel endothelial hyaluronic acid receptor 1 OS=Homo sapiens OX=9606 GN=LYVE1 PE=1 SV=2",3,"LYVE1",18.9,23,32.1,21,34.4,32.4,14.6,28.6,21.1,15.3,15.7,18.6,14.5,21.1,17.5,14.9
"2822","Q5HYI8","Rab-like protein 3 OS=Homo sapiens OX=9606 GN=RABL3 PE=1 SV=1",2,"RABL3",165.2,229.2,179.2,210,233.3,231.7,133.3,266.5,186.2,128,103.8,158.3,114,159,172.1,126.1
"2824","P01701","Immunoglobulin lambda variable 1-51 OS=Homo sapiens OX=9606 GN=IGLV1-51 PE=1 SV=2",4,"IGLV1-51",107.9,192.3,81.8,499.5,270.2,314.1,69.3,106.7,103,179.3,59.2,68.3,104,86.5,76.2,107.4
"2825","P41218","Myeloid cell nuclear differentiation antigen OS=Homo sapiens OX=9606 GN=MNDA PE=1 SV=1",3,"MNDA",27.9,10.9,15.4,21.4,37.8,63,11.9,138.9,8.2,16.7,8.1,17.9,22.9,16.9,16,7.4
"2826","Q15813","Tubulin-specific chaperone E OS=Homo sapiens OX=9606 GN=TBCE PE=1 SV=1",1,"TBCE",224.6,408.5,334.3,275.1,299.8,159,234,216.7,328.6,247.9,204.4,232,137.2,238.9,284.4,224.9
"2831","Q9H1E3","Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1 OS=Homo sapiens OX=9606 GN=NUCKS1 PE=1 SV=1",3,"NUCKS1",90.8,82,41.4,58.3,84.7,73.9,62.3,80.2,85.6,36.9,40.4,58.6,35,70.9,79.2,72.7
"2833","O76021","Ribosomal L1 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=RSL1D1 PE=1 SV=3",3,"RSL1D1",48.6,76.5,46.1,51.9,69.4,70.5,60.6,114.3,61.4,44.8,38.8,59.3,40.8,29.8,63.3,48.7
"2836","Q9BV57","Acireductone dioxygenase OS=Homo sapiens OX=9606 GN=ADI1 PE=1 SV=1",2,"ADI1",27,25.7,27.4,40.3,57.1,39.7,26.5,38,30.2,15,15.7,16.9,16,27,26.2,15.7
"2838","Q9UL33","Trafficking protein particle complex subunit 2-like protein OS=Homo sapiens OX=9606 GN=TRAPPC2L PE=1 SV=1",2,"TRAPPC2L",18.7,28.1,18,17.4,26.3,22.4,12.9,25.2,20.4,11.3,7.8,19.1,11.1,18.6,20.2,13.1
"2841","Q9NZC3","Glycerophosphodiester phosphodiesterase 1 OS=Homo sapiens OX=9606 GN=GDE1 PE=1 SV=1",1,"GDE1",21.9,28.1,20.2,27.4,41.5,23.4,21.2,80.3,23.8,9,23.6,13.1,19.3,27.1,18,10.4
"2843","Q8N4P3","Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase MESH1 OS=Homo sapiens OX=9606 GN=HDDC3 PE=1 SV=3",3,"HDDC3",222.6,77.1,72.6,80.4,79,84.5,38.5,97.2,61.7,31,31.1,41.3,49,60,60.5,34.4
"2844","Q96A49","Synapse-associated protein 1 OS=Homo sapiens OX=9606 GN=SYAP1 PE=1 SV=1",2,"SYAP1",25.3,24.9,24.6,35,22,34.7,13.6,26.1,24.4,18.8,14.3,25.9,11.1,19,16.5,15
"2850","Q9Y3U8","60S ribosomal protein L36 OS=Homo sapiens OX=9606 GN=RPL36 PE=1 SV=3",2,"RPL36",20.1,28.4,19.3,19.1,29.7,24.7,16,24,17.4,19,15.3,20.5,17,19.1,26.1,21.7
"2851","Q9NXA8","NAD-dependent protein deacylase sirtuin-5, mitochondrial OS=Homo sapiens OX=9606 GN=SIRT5 PE=1 SV=2",2,"SIRT5",18.6,27.6,27.8,24.6,30.9,22.7,15.4,32.9,28.6,12.3,14,21.9,17.3,23.4,19.2,15.4
"2853","Q9BYD1","39S ribosomal protein L13, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL13 PE=1 SV=1",1,"MRPL13",6.9,11.2,15,23.5,24.3,44,12.4,29.8,11.6,7,8,7,17.3,16.4,14,8.5
"2854","O43760","Synaptogyrin-2 OS=Homo sapiens OX=9606 GN=SYNGR2 PE=1 SV=1",2,"SYNGR2",14.3,24.5,20,20.7,28.3,16.5,15.2,20.8,22.9,23,14.6,23.1,19.2,16.3,23.9,18.1
"2856","Q9Y679","Lipid droplet-regulating VLDL assembly factor AUP1 OS=Homo sapiens OX=9606 GN=AUP1 PE=1 SV=2",2,"AUP1",15.4,21.1,17.2,25.7,27.8,57.2,18,29.2,22,11.9,16.4,14.2,15.7,20,20.1,18.3
"2861","Q9Y3A6","Transmembrane emp24 domain-containing protein 5 OS=Homo sapiens OX=9606 GN=TMED5 PE=1 SV=1",1,"TMED5",91.5,143.2,83.8,105.2,110.6,105.1,94.2,139.2,94.4,90.9,53.3,116.4,52.2,107.9,108.3,95.6
"2865","Q9UI08","Ena/VASP-like protein OS=Homo sapiens OX=9606 GN=EVL PE=1 SV=2",3,"EVL",18.9,30.4,21.5,43.5,54.3,93.9,21.3,179.1,22.6,6.1,9.9,6.2,35.4,24.9,15.5,9.5
"2866","P09669","Cytochrome c oxidase subunit 6C OS=Homo sapiens OX=9606 GN=COX6C PE=1 SV=2",4,"COX6C",237.2,421.6,311.3,330.7,423.1,185.1,276,319.2,583.2,154.2,306.3,285.3,158.4,284.7,311.6,226.4
"2867","P61601","Neurocalcin-delta OS=Homo sapiens OX=9606 GN=NCALD PE=1 SV=2",1,"NCALD",18.8,36.8,16.4,24.4,28.5,21.8,7.7,26.7,16.5,21,12.2,18.1,18.6,14.4,22.8,12.7
"2869","P54108","Cysteine-rich secretory protein 3 OS=Homo sapiens OX=9606 GN=CRISP3 PE=1 SV=1",4,"CRISP3",103.2,130.5,127.5,136.9,163.9,163.7,89.5,594.3,120.3,72.6,74,78.7,80.2,64.7,65.6,38.1
"2871","O00154","Cytosolic acyl coenzyme A thioester hydrolase OS=Homo sapiens OX=9606 GN=ACOT7 PE=1 SV=3",2,"ACOT7",28.4,34.7,33.6,48.6,70.6,126.3,38.3,96.3,52.9,26.8,31.2,39.4,44.1,47.7,38.1,20.1
"2873","Q04721","Neurogenic locus notch homolog protein 2 OS=Homo sapiens OX=9606 GN=NOTCH2 PE=1 SV=3",3,"NOTCH2",25,32.9,24.4,29.7,43.4,29.1,29.3,34.2,24.9,23,17.7,41.2,23.9,25.9,39,31.1
"2875","Q9H269","Vacuolar protein sorting-associated protein 16 homolog OS=Homo sapiens OX=9606 GN=VPS16 PE=1 SV=2",2,"VPS16",25.2,47.9,32.5,40.4,58.6,40.9,31.4,48.6,36.2,21.3,22.9,34.3,21,39,38.1,26.4
"2880","O95297","Myelin protein zero-like protein 1 OS=Homo sapiens OX=9606 GN=MPZL1 PE=1 SV=1",1,"MPZL1",17.9,19.4,14.8,21.5,27.6,23.6,18,24.4,26.9,15.2,15,21.1,15,17.5,21.1,14.3
"2882","Q9UDX3","SEC14-like protein 4 OS=Homo sapiens OX=9606 GN=SEC14L4 PE=1 SV=1",2,"SEC14L4",13.2,15.5,17,41.6,29.1,62.1,11.9,30.2,11.4,12.8,8,12.3,20.1,14.7,14.6,11.6
"2883","Q15485","Ficolin-2 OS=Homo sapiens OX=9606 GN=FCN2 PE=1 SV=2",2,"FCN2",13.3,13.9,9.2,16.5,26.5,34.7,21.6,83.7,8.4,12.4,2.5,13.2,12.8,11.3,14.4,8.6
"2884","Q9NX40","OCIA domain-containing protein 1 OS=Homo sapiens OX=9606 GN=OCIAD1 PE=1 SV=1",1,"OCIAD1",39.5,52.4,37.2,45.4,42.1,25.8,23.7,30.6,43.2,30,19.8,36.3,31.1,31.6,38.9,26.2
"2886","Q8N0U8","Vitamin K epoxide reductase complex subunit 1-like protein 1 OS=Homo sapiens OX=9606 GN=VKORC1L1 PE=1 SV=2",2,"VKORC1L1",53.7,82.4,51.3,80.8,90.9,95.4,45.8,94.6,48.4,52.9,16.3,40.9,54.8,50.5,62.7,49.9
"2892","O94903","Pyridoxal phosphate homeostasis protein OS=Homo sapiens OX=9606 GN=PLPBP PE=1 SV=1",2,"PLPBP",31.6,44.1,30.9,47.5,47.7,45.5,29.6,43.6,47.1,25.1,28.2,31.1,22.5,24.6,32.9,21.1
"2900","Q9UNN5","FAS-associated factor 1 OS=Homo sapiens OX=9606 GN=FAF1 PE=1 SV=2",2,"FAF1",10.4,20.1,23.5,28.7,26.5,43.2,12.4,26.2,17.3,8.7,7.4,12.6,14.3,16.2,17,8.3
"2903","Q9H0K1","Serine/threonine-protein kinase SIK2 OS=Homo sapiens OX=9606 GN=SIK2 PE=1 SV=1",1,"SIK2",14.1,26,23.6,23.8,25.4,22.9,17.2,20.5,28.4,12.4,16.3,18.8,11.2,17,16.5,15.6
"2908","P51811","Endoplasmic reticulum membrane adapter protein XK OS=Homo sapiens OX=9606 GN=XK PE=1 SV=5",2,"XK",13,14.7,12.2,43.4,39.3,137.4,14.5,95.8,23.7,6.6,10,8.3,27.2,14.1,14.4,7.9
"2910","P49750","YLP motif-containing protein 1 OS=Homo sapiens OX=9606 GN=YLPM1 PE=1 SV=4",2,"YLPM1",50.2,37.2,40.4,31.3,41.3,55.3,27.5,33.5,22,22.7,23.3,34.7,16.3,41.7,25.1,19.4
"2914","P62072","Mitochondrial import inner membrane translocase subunit Tim10 OS=Homo sapiens OX=9606 GN=TIMM10 PE=1 SV=1",3,"TIMM10",47,91,71.1,71.5,92.3,52.3,60.7,83.9,94.9,53.1,53.6,69.2,44.2,62.6,70.4,48.7
"2916","Q7L9B9","Endonuclease/exonuclease/phosphatase family domain-containing protein 1 OS=Homo sapiens OX=9606 GN=EEPD1 PE=1 SV=2",3,"EEPD1",51.7,49.1,51.3,46,57.3,47.2,38.1,60.9,31.9,30.7,37.6,50.4,30.6,59.2,35.3,31.7
"2918","Q9Y2H0","Disks large-associated protein 4 OS=Homo sapiens OX=9606 GN=DLGAP4 PE=1 SV=3",1,"DLGAP4",28,33.3,36.8,49,56.9,82.5,22.7,60.3,23.8,11.5,9.9,25.4,22.3,26.2,27.1,12.1
"2920","Q7LG56","Ribonucleoside-diphosphate reductase subunit M2 B OS=Homo sapiens OX=9606 GN=RRM2B PE=1 SV=1",1,"RRM2B",32.4,40,37.4,58.8,64,61.9,27.4,41.4,31.8,25.7,13.8,29.3,28.1,23.5,29.7,14.2
"2922","Q9NV70","Exocyst complex component 1 OS=Homo sapiens OX=9606 GN=EXOC1 PE=1 SV=4",4,"EXOC1",28.8,29.8,23.4,38.7,39.2,38.5,24.3,35.1,28,21.5,14.8,21.8,16.9,21.4,23.4,19.8
"2925","O43819","Protein SCO2 homolog, mitochondrial OS=Homo sapiens OX=9606 GN=SCO2 PE=1 SV=3",1,"SCO2",15.5,14.7,15.3,21.8,21.3,20.1,12.9,20.7,16.4,11.9,12.5,18.6,6,18.9,18.9,16
"2926","Q2TAA2","Isoamyl acetate-hydrolyzing esterase 1 homolog OS=Homo sapiens OX=9606 GN=IAH1 PE=1 SV=1",3,"IAH1",12.5,18.5,20.1,26.4,34.6,27,14.3,36.9,19.4,10.2,14.1,14.3,17.4,15.2,24.3,22.1
"2930","P14207","Folate receptor beta OS=Homo sapiens OX=9606 GN=FOLR2 PE=1 SV=4",2,"FOLR2",130.4,97.4,81.6,113.9,143.3,59.3,84.7,95.7,100.6,77,46.2,129.3,70.3,69.9,135.1,72.1
"2934","Q99933","BAG family molecular chaperone regulator 1 OS=Homo sapiens OX=9606 GN=BAG1 PE=1 SV=4",2,"BAG1",79.7,122.7,99.9,168.2,167.9,213.9,89,223.5,104.6,73,61.6,89,80.5,98.1,85.1,61.6
"2936","Q12959","Disks large homolog 1 OS=Homo sapiens OX=9606 GN=DLG1 PE=1 SV=2",2,"DLG1",53,80.9,59.4,62.7,77.6,58.5,65.5,69.8,72.8,39.9,33.5,49.7,38.5,51.3,59.6,41.9
"2939","P82673","28S ribosomal protein S35, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS35 PE=1 SV=1",1,"MRPS35",17.5,31.6,25.6,21.3,31.9,14,25.4,23.1,36.4,15.5,17.3,19.1,14.2,26.6,19.3,16.4
"2945","P27487","Dipeptidyl peptidase 4 OS=Homo sapiens OX=9606 GN=DPP4 PE=1 SV=2",2,"DPP4",39.7,71.5,37.4,76.5,107.8,105.3,37.1,170.5,58.6,31.8,21.7,29.1,49.3,42.4,36.3,25.9
"2947","Q6P587","Acylpyruvase FAHD1, mitochondrial OS=Homo sapiens OX=9606 GN=FAHD1 PE=1 SV=2",1,"FAHD1",15.1,36.3,32.1,23.2,33.9,24.1,11.8,23.9,31.3,24.6,19.9,15.5,24.9,17.8,29.2,17
"2948","A0A075B6K4","Immunoglobulin lambda variable 3-10 OS=Homo sapiens OX=9606 GN=IGLV3-10 PE=3 SV=2",2,"IGLV3-10",43.3,59.2,45.5,58,59.4,75.8,41.9,98.1,16.1,46.3,35.6,50.5,32.2,54.4,52.4,41.1
"2957","Q96AJ9","Vesicle transport through interaction with t-SNAREs homolog 1A OS=Homo sapiens OX=9606 GN=VTI1A PE=1 SV=2",3,"VTI1A",77.7,79.9,58,76.1,113.4,79.5,65.1,87.3,64.2,55.5,31.3,64.5,47,63.5,71.8,45.5
"2962","O43847","Nardilysin OS=Homo sapiens OX=9606 GN=NRDC PE=1 SV=3",1,"NRDC",15.6,29.7,30,41.8,40,58.9,23.9,47.7,28.4,14.5,15.8,18,24.1,22.2,25.8,14.8
"2967","Q9H0X4","Protein FAM234A OS=Homo sapiens OX=9606 GN=FAM234A PE=1 SV=1",2,"FAM234A",15.6,22.3,24.5,26.6,34.1,27.8,20.3,31.8,14.6,13.9,6,16.8,14,14.5,15.3,10
"2969","Q92870","Amyloid beta precursor protein binding family B member 2 OS=Homo sapiens OX=9606 GN=APBB2 PE=1 SV=3",1,"APBB2",21.2,22.6,19.2,26.7,18,16.3,19.9,22.7,24.4,12.2,17.4,16.2,5.6,18.7,14.9,14.3
"2973","Q9UGM5","Fetuin-B OS=Homo sapiens OX=9606 GN=FETUB PE=1 SV=2",3,"FETUB",10.7,16,16,30.8,25.9,20.9,8.2,23.3,19.2,25.7,12.4,7.5,16,11.8,11.5,5.2
"2977","Q9Y6G5","COMM domain-containing protein 10 OS=Homo sapiens OX=9606 GN=COMMD10 PE=1 SV=1",1,"COMMD10",17.2,18.3,16.2,24,28.2,12.8,13.5,18.7,16.3,17.4,6.8,21.7,7.5,10.8,22,12.9
"2983","Q8WWX9","Selenoprotein M OS=Homo sapiens OX=9606 GN=SELENOM PE=1 SV=3",1,"SELENOM",11.3,16.8,15.1,34.3,34.2,70,12.5,41.7,10.2,12.7,6,9.3,20.9,13.3,10.5,9.4
"2984","O60547","GDP-mannose 4,6 dehydratase OS=Homo sapiens OX=9606 GN=GMDS PE=1 SV=1",1,"GMDS",26.9,50.6,44,104.1,81.7,74,37.9,60.3,30.2,32.6,41.8,42.5,34.4,27.8,59.3,18.3
"2985","Q9Y5J9","Mitochondrial import inner membrane translocase subunit Tim8 B OS=Homo sapiens OX=9606 GN=TIMM8B PE=1 SV=1",2,"TIMM8B",10.7,16.2,16.9,20.9,29.4,28.8,11.2,26.5,17.7,11.9,9.4,10.6,14.5,12.7,15,8.9
"2992","A0A0A0MT89","Immunoglobulin kappa joining 1 OS=Homo sapiens OX=9606 GN=IGKJ1 PE=4 SV=2",2,"IGKJ1",27.8,20.5,17.2,75,35.9,34.2,16.6,16.8,11.7,17.8,12.9,14.8,20.6,9.6,21.8,14
"2995","Q53H96","Pyrroline-5-carboxylate reductase 3 OS=Homo sapiens OX=9606 GN=PYCR3 PE=1 SV=3",3,"PYCR3",25.3,42.3,37.6,51.4,65.1,78.9,15.3,73,43.9,16,16,25.5,16.2,21.7,19.6,19.7
"2997","Q8NBI5","Equilibrative nucleobase transporter 1 OS=Homo sapiens OX=9606 GN=SLC43A3 PE=1 SV=2",2,"SLC43A3",77.4,58.5,36,129.4,110.3,257.5,48.9,199.1,82,46.4,34.9,56.8,55.3,43.7,62,31.5
